Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Madhava Ashish,1992,PadmaShri,Uttar Pradesh,Science & Engineering,https://en.wikipedia.org/wiki/Madhava_Ashish,"20 February 1920
Edinburgh, Scotland",20 February 1920,"Edinburgh, Scotland","April 13, 1997(1997-04-13)(aged 77)
Mirtola, Uttarakhand, India","April 13, 1997(1997-04-13)(aged 77)","Mirtola, Uttarakhand, India",Scottish-Indian,,,,Padma Shri,R. Venkataraman,"Agriculturist
Spiritualist
Mystic
writer",No,No
Jaya Bachchan,1992,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Jaya_Bachchan,"Jaya Bhaduri
(1948-04-09)9 April 1948(age 73)
Jubbulpore,Central Provinces and Berar,India
(present-dayMadhya Pradesh,India)",(1948-04-09)9 April 1948(age 73),n/a,,n/a,n/a,,Amitabh Bachchan​(m.1973)​,,,"• 9Filmfare Awards
•Padma Shri(1992)",R. Venkataraman,Actresspolitician,No,No
Inderjit Kaur Barthakur,1992,PadmaShri,Delhi,Civil Service,https://en.wikipedia.org/wiki/Inderjit_Kaur_Barthakur,"Meghalaya, India",n/a,n/a,,n/a,n/a,,,,,"Padma Shri
Padma Bhushan
Mahila Shiromani Award
International Women Award
Bharat Jyoti Award
Indira Priyadarshini Award",R. Venkataraman,"Civil servant
Economist
Writer",No,No
Ramsing Fakiraji Bhanawat,1992,PadmaShri,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Mathura Nath Bhattacharyya,1992,PadmaShri,Assam,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
V. G. Bhide,1992,PadmaShri,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/V._G._Bhide,"1925
Nagpur,Maharashtra, India",1925,"Nagpur,Maharashtra, India",25 June 2006,25 June 2006,n/a,,Prabha,,,"Padma Shri
Sir C. V. RamanAward
Meghnad SahaMemorial Award",R. Venkataraman,"Physicist
Educationist",No,No
Gulabdas Broker,1992,PadmaShri,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Gulabdas_Broker,"(1909-09-20)20 September 1909
Porbandar, Gujarat",(1909-09-20)20 September 1909,"Porbandar, Gujarat","10 June 2006(2006-06-10)(aged 96)
Pune,Maharashtra",10 June 2006(2006-06-10)(aged 96),"Pune,Maharashtra",Indian,,,,"Padma Shri(1991),Ranjitram Suvarna Chandrak(1998)",R. Venkataraman,"author, journalist",No,No
Krishna Chaithanya,1992,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Krishna_Chaithanya,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Pankaj Charan Das,1992,PadmaShri,Odisha,Arts,https://en.wikipedia.org/wiki/Pankaj_Charan_Das,"(1919-03-17)17 March 1919
Puri,Odisha,India",(1919-03-17)17 March 1919,"Puri,Odisha,India","11 June 2003(2003-06-11)(aged 84)
Bhubaneswar, Odisha, India",11 June 2003(2003-06-11)(aged 84),"Bhubaneswar, Odisha, India",,Smt. Sarojini Das,,,Padmashree,R. Venkataraman,"Indian classical dancer,choreographer",No,No
Burjor Cavas Dastur,1992,PadmaShri,Maharashtra,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Rathin Datta,1992,PadmaShri,Tripura,Medicine,https://en.wikipedia.org/wiki/Rathin_Datta,"1931
Mangaldoi,Assam,British India",1931,"Mangaldoi,Assam,British India","27 January 2020 (aged 88)
Kolkata,West Bengal,India",27 January 2020 (aged 88),"Kolkata,West Bengal,India",,,,,"Padma Shri(1992)
Friends of Liberation War Honour(2012)",R. Venkataraman,Physician,No,No
Biren De,1992,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Biren_De,"8 October 1926
Bengal Presidency,British India",8 October 1926,"Bengal Presidency,British India","12 March 2011
New Delhi,India",12 March 2011,"New Delhi,India",,,,,"Padma Shri
Lalit Kala AkademiNational Award (twice)",R. Venkataraman,Painter,No,No
Rajammal P. Devadas,1992,PadmaShri,Tamil Nadu,Literature & Education,https://en.wikipedia.org/wiki/Rajammal_P._Devadas,"Rajammal Packiyanathan Devadas
(1919-04-07)7 April 1919
Chengam,North Arcot,Tamil Nadu, India",(1919-04-07)7 April 1919,n/a,17 March 2002(2002-03-17)(aged 82),17 March 2002(2002-03-17)(aged 82),n/a,,Edward Devadas,,,"Padma Shri
Jamnalal Bajaj Award",R. Venkataraman,"Nutritionist
Educationist",No,No
Laxmi Narayan Dubey,1992,PadmaShri,Madhya Pradesh,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Mahamaya Prasad Dubey,1992,PadmaShri,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Lovelin Kumar Gandhi,1992,PadmaShri,Delhi,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Felisa Garbala,1992,PadmaShri,Gujarat,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Maadari Bhagya Gautam,1992,PadmaShri,Karnataka,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Srirangam Gopalaratnam,1992,PadmaShri,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/Srirangam_Gopalaratnam,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Khalid Hameed,1992,PadmaShri,– [C],Medicine,"https://en.wikipedia.org/wiki/Khalid_Hameed,_Baron_Hameed",(1941-07-01)1 July 1941(age 80),(1941-07-01)1 July 1941(age 80),n/a,,n/a,n/a,,,"Ganesh Shankar Vidyarthi Memorial Medical College, Kanpur,University of Lucknow[1]",,,R. Venkataraman,,No,No
Jagjit Singh Hara,1992,PadmaShri,Punjab,Science & Engineering,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Lalchand Hirachand,1992,PadmaShri,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Lalchand_Hirachand,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Shanti Lal Jain,1992,PadmaShri,Delhi,Others,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Vasant Shankar Kanetkar,1992,PadmaShri,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/Vasant_Shankar_Kanetkar,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Nilkanth Yeshwant Khadilkar,1992,PadmaShri,Maharashtra,Literature & Education,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Sabri Khan,1992,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Sabri_Khan,"21 May 1927
Moradabad, Uttar Pradesh, India",21 May 1927,"Moradabad, Uttar Pradesh, India","1 December 2015(2015-12-01)(aged 88)
New Delhi,Delhi, India",1 December 2015(2015-12-01)(aged 88),"New Delhi,Delhi, India",,,,,,R. Venkataraman,,No,No
Anil Kohli,1992,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Anil_Kohli,,n/a,n/a,,n/a,n/a,Indian,,,,Padma Shri(1992)Padma Bhushan(2005)Shanti Swarup Bhatnagar AwardB C Roy National Award (2005),R. Venkataraman,Medical professional,No,No
Sunita Kohli,1992,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Sunita_Kohli,"December 28, 1946
Lahore,Punjab,India","December 28, 1946","Lahore,Punjab,India",,n/a,n/a,Indian,,,,Padma Shri,R. Venkataraman,interior designer,No,No
Madurai N. Krishnan,1992,PadmaShri,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Madurai_N._Krishnan,"(1928-10-31)31 October 1928
Madurai, Tamil Nadu, India",(1928-10-31)31 October 1928,"Madurai, Tamil Nadu, India","9 October 2005(2005-10-09)(aged 76)
Chennai, Tamil Nadu, India",9 October 2005(2005-10-09)(aged 76),"Chennai, Tamil Nadu, India",,,,,1970UNESCOAward1981Kalaimamani1987Sangeet Natak Akademi Award1992Padma Shri1999 Sangeetha Kala Sikhamani2003Padma Bhushan,R. Venkataraman,"Vocalist, lyricist, composer",No,No
V. C. Kulandaiswamy,1992,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/V._C._Kulandaiswamy,"(1929-07-14)14 July 1929
Vangalampalayam,Karur district,Tamil NaduIndia",(1929-07-14)14 July 1929,"Vangalampalayam,Karur district,Tamil NaduIndia","10 December 2016(2016-12-10)(aged 87)
Chennai, India",10 December 2016(2016-12-10)(aged 87),"Chennai, India",,K. Soundaravalli,,,,R. Venkataraman,,No,No
Manoj Kumar,1992,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Manoj_Kumar,"Harikishan Giri Goswami
(1937-07-24)24 July 1937(age 84)
Abbottabad,North-West Frontier Province,British India
(present-dayKhyber Pakhtunkhwa,Pakistan)",(1937-07-24)24 July 1937(age 84),n/a,,n/a,n/a,Indian,Shashi Goswami,,,,R. Venkataraman,"Film director,actor",No,No
Ramesh Kumar,1992,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Ramesh_Kumar_(nephrologist),,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Ram Sarup Lugani,1992,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Ram_Sarup_Lugani,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Usha Kehar Luthra,1992,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Usha_Kehar_Luthra,1932 (age 88–89),1932 (age 88–89),n/a,,n/a,n/a,Indian,,,,Padma Shri,R. Venkataraman,,No,No
J. S. Mahashabde,1992,PadmaShri,Madhya Pradesh,Medicine,https://en.wikipedia.org/wiki/J._S._Mahashabde,"Indore,Madhya Pradesh, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,R. Venkataraman,Ophthalmologist,No,No
K. M. Mammen Mappillai,1992,PadmaShri,Tamil Nadu,Trade & Industry,https://en.wikipedia.org/wiki/K._M._Mammen_Mappillai,"Kandathil Mammen Mappillai
(1922-11-28)28 November 1922
Kerala,India",(1922-11-28)28 November 1922,n/a,3 March 2003(2003-03-03)(aged 80),3 March 2003(2003-03-03)(aged 80),n/a,Indian,,,,,R. Venkataraman,,No,No
P. V. A. Mohandas,1992,PadmaShri,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/P._V._A._Mohandas,"Nagercoil, India",n/a,n/a,,n/a,n/a,,Mallika Mohandas,,,Padma Shri,R. Venkataraman,Orthopedic surgeon,No,No
Eledath Thaikkattu Neelakandan Mooss,1992,PadmaShri,Kerala,Medicine,https://en.wikipedia.org/wiki/Eledath_Thaikkattu_Neelakandan_Mooss,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
B. N. Mukherjee,1992,PadmaShri,West Bengal,Others,https://en.wikipedia.org/wiki/B._N._Mukherjee,"1 January 1932
India",1 January 1932,India,4 April 2013 (aged 81),4 April 2013 (aged 81),n/a,,,,,"Padma Shri
H. C. RaychaudhuriCentenary Medal",R. Venkataraman,"Historian
Writer
numismatist
epigraphist",No,No
Meera Mukherjee,1992,PadmaShri,West Bengal,Arts,https://en.wikipedia.org/wiki/Meera_Mukherjee,"1923
Kolkata,West Bengal, India",1923,"Kolkata,West Bengal, India",1998,1998,n/a,Indian,,,,"Padma Shri
Press Award
Kolkata Ladies’ Study Group Award
AbanindraPrize",R. Venkataraman,,No,No
Shovana Narayan,1992,PadmaShri,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Shovana_Narayan,"(1950-09-02)2 September 1950(age 71)
West Bengal,India",(1950-09-02)2 September 1950(age 71),"West Bengal,India",,n/a,n/a,,Herbert Traxl,,,,R. Venkataraman,Dancer,No,No
M. K. Narayanan,1992,PadmaShri,Delhi,Civil Service,https://en.wikipedia.org/wiki/M._K._Narayanan,"(1934-03-10)10 March 1934(age 87)
Ottapalam,Madras Presidency,British India",(1934-03-10)10 March 1934(age 87),"Ottapalam,Madras Presidency,British India",,n/a,n/a,,Padmini Narayanan,"Loyola College, Chennai",,Padma Shri(1992),R. Venkataraman,,No,No
Asha Parekh,1992,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Asha_Parekh,(1942-10-02)2 October 1942(age 79)[1],(1942-10-02)2 October 1942(age 79)[1],n/a,,n/a,n/a,Indian,,,,Filmfare Award for Best Actress(1971)Filmfare Lifetime Achievement Award(2002)Kalakar Awards (2018),R. Venkataraman,Actressdirectorproducer,No,No
Rukmini Baburao Pawar,1992,PadmaShri,Maharashtra,Trade & Industry,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Kameshwar Prasad,1992,PadmaShri,Delhi,Medicine,https://en.wikipedia.org/wiki/Kameshwar_Prasad,"Jharkhand, India",n/a,n/a,,n/a,n/a,,,,,Padma Shri,R. Venkataraman,"Neurologist
Medical academic",No,No
Nataraja Ramakrishna,1992,PadmaShri,Andhra Pradesh,Arts,https://en.wikipedia.org/wiki/Nataraja_Ramakrishna,"(1923-03-21)21 March 1923
Bali,Indonesia(thenDutch East Indies)",(1923-03-21)21 March 1923,"Bali,Indonesia(thenDutch East Indies)","7 June 2011(2011-06-07)(aged 88)
Nizam's Institute of Medical Sciences(NIMS),Hyderabad",7 June 2011(2011-06-07)(aged 88),"Nizam's Institute of Medical Sciences(NIMS),Hyderabad",Indian,,,,"Padma Shri
1992
",R. Venkataraman,,No,No
Shanthi Ranganathan,1992,PadmaShri,Tamil Nadu,Social Work,https://en.wikipedia.org/wiki/Shanthi_Ranganathan,"Tamil Nadu, India",n/a,n/a,,n/a,n/a,,T. T. Ranganathan,,,"Padma Shri
Avvaiyar Award
UNVienna Civil Society Award",R. Venkataraman,Social worker,No,No
Gjanardhana Puranik Narayana Rao,1992,PadmaShri,– [D],Science & Engineering,https://en.wikipedia.org#cite_note-BHU-5,,n/a,n/a,,n/a,n/a,,,,,,R. Venkataraman,,No,No
Nisith Ranjan Ray,1992,PadmaShri,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Nisith_Ranjan_Ray,"1910
Mymensingh District,British India",1910,"Mymensingh District,British India",1994,1994,n/a,,,,,Padma Shri,R. Venkataraman,Historian,No,No
Chuauhang Rokhuma,1992,PadmaShri,Mizoram,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Bhagaban Sahu,1992,PadmaShri,Odisha,Arts,https://en.wikipedia.org/wiki/Bhagaban_Sahu,"21 September 1914
India",21 September 1914,India,12 August 2002,12 August 2002,n/a,,,,,Padma Shri,R. Venkataraman,"Dancer
Choreographer",No,No
Dharam Pal Saini,1992,PadmaShri,Madhya Pradesh,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
J. N. Saksena,1992,PadmaShri,Delhi,Civil Service,https://en.wikipedia.org/wiki/J._N._Saksena,India,n/a,n/a,9 December 2010,9 December 2010,n/a,,,,,Padma Shri,R. Venkataraman,Police official,No,No
Kailash Sankhala,1992,PadmaShri,Rajasthan,Science & Engineering,https://en.wikipedia.org/wiki/Kailash_Sankhala,"30 January 1925
Jodhpur,Jodhpur State,British India",30 January 1925,"Jodhpur,Jodhpur State,British India",15 August 1994,15 August 1994,n/a,,,,,Padma Shri,R. Venkataraman,,No,No
Vaman Balkrishna Naique Sardesai,1992,PadmaShri,Goa,Public Affairs,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Meenakshi Sargogi,1992,PadmaShri,West Bengal,Trade & Industry,https://en.wikipedia.org/wiki/Meenakshi_Sargogi,"1944
Kanpur,Uttar Pradesh, India",1944,"Kanpur,Uttar Pradesh, India","2020
Kolkata",2020,Kolkata,,Kamal Narayan Sargogi,,,Padma Shri,R. Venkataraman,Industrialist,No,No
Anandji Virji Shah,1992,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Anandji_Virji_Shah,"(1933-03-02)2 March 1933(age 88)
Kundrodi,Kutch,Gujarat",(1933-03-02)2 March 1933(age 88),"Kundrodi,Kutch,Gujarat",,n/a,n/a,,,,,,R. Venkataraman,,No,No
Kalyanji Virji Shah,1992,PadmaShri,Maharashtra,Arts,https://en.wikipedia.org/wiki/Kalyanji_Virji_Shah,"(1928-06-30)30 June 1928
Kundrodi,Kutch,Gujarat",(1928-06-30)30 June 1928,"Kundrodi,Kutch,Gujarat",24 August 2000(2000-08-24)(aged 72),24 August 2000(2000-08-24)(aged 72),n/a,,,,,,R. Venkataraman,,No,No
Mahipatrai Jadavji Shah,1992,PadmaShri,Maharashtra,Social Work,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Vidyaben Shah,1992,PadmaShri,Delhi,Social Work,https://en.wikipedia.org/wiki/Vidyaben_Shah,"(1922-11-07)7 November 1922[1]
Jetpur,Kathiawar, India",(1922-11-07)7 November 1922[1],"Jetpur,Kathiawar, India","19 June 2020(2020-06-19)(aged 97)
Delhi, India",19 June 2020(2020-06-19)(aged 97),"Delhi, India",,Manubhai Shah[2],,,,R. Venkataraman,"Economist, social activist",No,No
Vijayakumar Swarupchand Shah,1992,PadmaShri,Maharashtra,Medicine,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,R. Venkataraman,URL not available,No,No
Vinod Prakash Sharma,1992,PadmaShri,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Vinod_Prakash_Sharma,"(1938-04-06)6 April 1938
Allahabad, Uttar Pradesh, India",(1938-04-06)6 April 1938,"Allahabad, Uttar Pradesh, India","9 October 2015(2015-10-09)(aged 77)
New Delhi",9 October 2015(2015-10-09)(aged 77),New Delhi,,,,,"Padma Bhushan
Meghnad SahaDistinguished Fellow
Gujar Mal Modi award
Padma Shri
WHODarling Foundation Prize
GI Inventions Award
Chancellor's Prize
MOT Aiyengar Award
B. R. AmbedkarCentenary Award
Om Prakash Bhasin Award
RanbaxyAward
M. L. Gupta Trust Award
VASVIK Industrial Research Award
Green Scientist Award
G. P. Chatterjee Memorial Award
Dr. R. V. Rajaram Oration Award
Dr. U. S. Srivastava Memorial Lecture Award
Professor L. S. Ramaswami Memorial Oration Award
Life Time Achievement Award
B. N. Singh Oration Award
B. K. Srivastava Oration Award",R. Venkataraman,Scientist,No,No
Sundari K. Shridharani,1992,PadmaShri,Delhi,Arts,https://en.wikipedia.org/wiki/Sundari_K._Shridharani,"(1925-04-06)6 April 1925
Hyderabad, Sindh",(1925-04-06)6 April 1925,"Hyderabad, Sindh","7 April 2012(2012-04-07)(aged 87)
New Delhi",7 April 2012(2012-04-07)(aged 87),New Delhi,Indian,Krishnalal Shridharani(1911 – 1960),,,,R. Venkataraman,,No,No
Oudh Narayan Shrivastava,1992,PadmaShri,Delhi,Civil Service,https://en.wikipedia.org/wiki/Oudh_Narayan_Shrivastava,"1936 (age 84–85)[1]
Bhopal,Central Provinces,British India",1936 (age 84–85)[1],"Bhopal,Central Provinces,British India",,n/a,n/a,,,,,,R. Venkataraman,"Civil Servant
Administrator",No,No
Ajit Pal Singh,1992,PadmaShri,Delhi,Sports,https://en.wikipedia.org/wiki/Ajit_Pal_Singh,"(1947-04-01)1 April 1947(age 74)
Sansarpur,Punjab, India",(1947-04-01)1 April 1947(age 74),"Sansarpur,Punjab, India",,n/a,n/a,,,,,,R. Venkataraman,,No,No
