Recipients,Year,Award Type,State,Field,WikiLink,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Awarded By,Occupation,Election Year,Posthumus
Henning Holck-Larsen,2002,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Henning_Holck-Larsen,"(1907-07-04)4 July 1907
Frederiksberg, Denmark",(1907-07-04)4 July 1907,"Frederiksberg, Denmark","27 July 2003(2003-07-27)(aged 96)
Mumbai, India",27 July 2003(2003-07-27)(aged 96),"Mumbai, India",Indian,,,,,K. R. Narayanan,,No,No
Zakir Hussain,2002,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Zakir_Hussain_(musician),"(1951-03-09)9 March 1951(age 70)
Bombay,Maharashtra, India",(1951-03-09)9 March 1951(age 70),"Bombay,Maharashtra, India",,n/a,n/a,,,,,,K. R. Narayanan,,No,No
B. K. S. Iyengar,2002,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/B._K._S._Iyengar,"(1918-12-14)14 December 1918
Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)",(1918-12-14)14 December 1918,"Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)","20 August 2014(2014-08-20)(aged 95)
Pune,Maharashtra, India",20 August 2014(2014-08-20)(aged 95),"Pune,Maharashtra, India",,Ramamani,,,,K. R. Narayanan,"Yoga teacher, author",No,No
Faquir Chand Kohli,2002,PadmaBushan,Maharashtra,Science & Engineering,https://en.wikipedia.org/wiki/Faquir_Chand_Kohli,"Faqir Chand Kohli
(1924-03-19)19 March 1924
Peshawar,British India",(1924-03-19)19 March 1924,n/a,26 November 2020(2020-11-26)(aged 96),26 November 2020(2020-11-26)(aged 96),n/a,Indian,,,,Padma Bhushan,K. R. Narayanan,Co.Executive,No,No
V. C. Kulandaiswamy,2002,PadmaBushan,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/V._C._Kulandaiswamy,"(1929-07-14)14 July 1929
Vangalampalayam,Karur district,Tamil NaduIndia",(1929-07-14)14 July 1929,"Vangalampalayam,Karur district,Tamil NaduIndia","10 December 2016(2016-12-10)(aged 87)
Chennai, India",10 December 2016(2016-12-10)(aged 87),"Chennai, India",,K. Soundaravalli,,,,K. R. Narayanan,,No,No
Gury Marchuk,2002,PadmaBushan,—[C],Science & Engineering,https://en.wikipedia.org/wiki/Gury_Marchuk,"(1925-06-08)8 June 1925
Petro-Khersonets,Orenburg Governorate,USSR",(1925-06-08)8 June 1925,"Petro-Khersonets,Orenburg Governorate,USSR","24 March 2013(2013-03-24)(aged 87)
Moscow, Russia",24 March 2013(2013-03-24)(aged 87),"Moscow, Russia",Russian,,,,Lomonosov Gold Medal(2004),K. R. Narayanan,,No,No
Jagat Singh Mehta,2002,PadmaBushan,Rajasthan,Civil Service,https://en.wikipedia.org/wiki/Jagat_Singh_Mehta,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Ismail Merchant,2002,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Ismail_Merchant,"Ismail Noor Muhammad Abdul Rahman
(1936-12-25)25 December 1936
Bombay,Bombay Presidency,British Raj",(1936-12-25)25 December 1936,n/a,"25 May 2005(2005-05-25)(aged 68)
London, England, UK",25 May 2005(2005-05-25)(aged 68),"London, England, UK",,,,,,K. R. Narayanan,producerdirectorscreenwriter,No,No
Mario Miranda,2002,PadmaBushan,Goa,Literature & Education,https://en.wikipedia.org/wiki/Mario_Miranda,"Mário João Carlos do Rosário de Brito Miranda
(1926-05-02)2 May 1926
Daman,Portuguese India",(1926-05-02)2 May 1926,n/a,"11 December 2011(2011-12-11)(aged 85)
Loutolim,Salcete,Goa, India",11 December 2011(2011-12-11)(aged 85),"Loutolim,Salcete,Goa, India","Portuguese, later Indian",,,,,K. R. Narayanan,"Cartoonist, painter",No,No
Frank Pallone,2002,PadmaBushan,—[A],Public Affairs,https://en.wikipedia.org/wiki/Frank_Pallone,"Frank Joseph Pallone Jr.
(1951-10-30)October 30, 1951(age 69)
Long Branch, New Jersey, U.S.","(1951-10-30)October 30, 1951(age 69)",n/a,,n/a,n/a,,Sarah Hospodor​(m.1992)​,,,,K. R. Narayanan,,No,No
Ramanujam Varatharaja Perumal,2002,PadmaBushan,Kerala,Science & Engineering,https://en.wikipedia.org/wiki/Ramanujam_Varatharaja_Perumal,,n/a,n/a,,n/a,n/a,,,,,,K. R. Narayanan,,No,No
Natesan Rangabashyam,2002,PadmaBushan,Tamil Nadu,Medicine,https://en.wikipedia.org/wiki/Natesan_Rangabashyam,"(1933-11-05)5 November 1933
Chennai,Tamil Nadu, India",(1933-11-05)5 November 1933,"Chennai,Tamil Nadu, India","14 July 2013(2013-07-14)(aged 76)
Chennai,Tamil Nadu, India",14 July 2013(2013-07-14)(aged 76),"Chennai,Tamil Nadu, India",,,,,"Padma Bhushan
B. C. Roy Award
Royal Society of MedicineWall of Honour
GoTLiving Legend Award",K. R. Narayanan,"Gastroenterologist
Medical academic",No,No
Maharaja Krishna Rasgotra,2002,PadmaBushan,Delhi,Civil Service,https://en.wikipedia.org/wiki/Maharaja_Krishna_Rasgotra,"(1924-09-11)September 11, 1924(age 97)","(1924-09-11)September 11, 1924(age 97)",n/a,,n/a,n/a,,,,,Padma Bhushan,K. R. Narayanan,,No,No
Habib Tanvir,2002,PadmaBushan,Madhya Pradesh,Arts,https://en.wikipedia.org/wiki/Habib_Tanvir,"Habib Ahmed Khan
(1923-09-01)1 September 1923
Raipur,Central Provinces and Berar,British India",(1923-09-01)1 September 1923,n/a,"8 June 2009(2009-06-08)(aged 85)
Bhopal,Madhya Pradesh,India",8 June 2009(2009-06-08)(aged 85),"Bhopal,Madhya Pradesh,India",,Moneeka Misra (2001-2005),,,,K. R. Narayanan,"Playwright, dramatist, poet, actor",No,No
Kottayan Katankot Venugopal,2002,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/Kottayan_Katankot_Venugopal,"Kottayan Katankot Venugopal
(1931-09-06)6 September 1931(age 90)
Kanhangad,South Canara,Madras Presidency,British India
(present dayKasaragod,Kerala, India)",(1931-09-06)6 September 1931(age 90),n/a,,n/a,n/a,Indian,Shantha Venugopal,"Raja Lakhamgouda Law College, BelgaumSt. Aloysius College, MangaluruMadras Christian College, Chennai",,Padma Vibhushan(2015)Padma Bhushan(2002),K. R. Narayanan,Lawyer,No,No
Nirmal Verma,2002,PadmaBushan,Delhi,Literature & Education,https://en.wikipedia.org/wiki/Nirmal_Verma,"(1929-04-03)3 April 1929
Shimla,Punjab,British India",(1929-04-03)3 April 1929,"Shimla,Punjab,British India","25 October 2005(2005-10-25)(aged 76)
New Delhi,India",25 October 2005(2005-10-25)(aged 76),"New Delhi,India",,,,,,K. R. Narayanan,"Novelist, writer, activist, translator",No,No
K. J. Yesudas,2002,PadmaBushan,Kerala,Arts,https://en.wikipedia.org/wiki/K._J._Yesudas,"Kattassery Joseph Yesudas
(1940-01-10)10 January 1940(age 81)
Fort Kochi,Kingdom of Cochin,British India",(1940-01-10)10 January 1940(age 81),n/a,,n/a,n/a,,Prabha​(m.1970)​,,,Full list,K. R. Narayanan,Singercomposermusic producer,No,No
Teejan Bai,2003,PadmaBushan,Chhattisgarh,Arts,https://en.wikipedia.org/wiki/Teejan_Bai,"(1956-08-08)8 August 1956(age 65)
Ganiyari village,Durg,Chhattisgarh",(1956-08-08)8 August 1956(age 65),"Ganiyari village,Durg,Chhattisgarh",,n/a,n/a,,Tukka Ram,,,"Padma Vibhushan2019
Padma Bhushan2003
Padma Shri1987
Sangeet Natak Akademi Award1995Fukuoka Prize2018",A. P. J. Abdul Kalam,PandavaniFolk Singer,No,No
Ammannur Madhava Chakyar,2003,PadmaBushan,Kerala,Arts,https://en.wikipedia.org/wiki/Ammannur_Madhava_Chakyar,13 May 1917,13 May 1917,n/a,"1 July 2008(2008-07-01)(aged 91)
Irinjalakuda, Kerala",1 July 2008(2008-07-01)(aged 91),"Irinjalakuda, Kerala",,,,,,A. P. J. Abdul Kalam,Kutiyattam master,No,No
Prabhu Chawla,2003,PadmaBushan,Delhi,Others,https://en.wikipedia.org/wiki/Prabhu_Chawla,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Herbert Fischer,2003,PadmaBushan,—[D],Public Affairs,https://en.wikipedia.org/wiki/Herbert_Fischer_(diplomat),"(1914-04-10)April 10, 1914
East Germany","(1914-04-10)April 10, 1914",East Germany,"February 3, 2006(2006-02-03)(aged 91)
Germany","February 3, 2006(2006-02-03)(aged 91)",Germany,,,,,"Padma Bhushan
Patriotic Order of Merit",A. P. J. Abdul Kalam,"Diplomat
Writer
Indologist",No,No
Jamshyd Godrej,2003,PadmaBushan,Maharashtra,Trade & Industry,https://en.wikipedia.org/wiki/Jamshyd_Godrej,,n/a,n/a,,n/a,n/a,Indian,Pheroza Godrej,,,,A. P. J. Abdul Kalam,Chairman ofGodrej & Boyce,No,No
Coluthur Gopalan,2003,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Coluthur_Gopalan,"(1918-11-29)29 November 1918
Salem,Madras Presidency,British India",(1918-11-29)29 November 1918,"Salem,Madras Presidency,British India","3 October 2019(2019-10-03)(aged 100)
Kilpauk,Chennai, India",3 October 2019(2019-10-03)(aged 100),"Kilpauk,Chennai, India",,,,,,A. P. J. Abdul Kalam,Nutritionist,No,No
Parasaran Kesava Iyengar,2003,PadmaBushan,Delhi,Public Affairs,https://en.wikipedia.org/wiki/K._Parasaran,"(1927-10-09)9 October 1927(age 94)
Srirangam,Tamil Nadu, India",(1927-10-09)9 October 1927(age 94),"Srirangam,Tamil Nadu, India",,n/a,n/a,Indian,Shrimati Saroja Parasaran​​(m.1949)​,,,"Padma Bhushan(2003),Padma Vibhushan(2011)",A. P. J. Abdul Kalam,Lawyer/Advocate,No,No
B. Rajam Iyer,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/B._Rajam_Iyer,"Balasubramaniam Rajam Iyer
15 July 1922
Karaikudi, Ramnad district, Tamilnadu",15 July 1922,n/a,3 May 2009(2009-05-03)(aged 86),3 May 2009(2009-05-03)(aged 86),n/a,Indian,,,,,A. P. J. Abdul Kalam,vocalist,No,No
Shri Krishna Joshi,2003,PadmaBushan,Haryana,Science & Engineering,https://en.wikipedia.org/wiki/Shri_Krishna_Joshi,"(1935-06-06)June 6, 1935
Almora, Uttarakhand,British India","(1935-06-06)June 6, 1935","Almora, Uttarakhand,British India","May 15, 2020(2020-05-15)(aged 84)
Gurgaon, India","May 15, 2020(2020-05-15)(aged 84)","Gurgaon, India",,,,"Allahabad University
University of California Riverside
IIT Roorkee(formerlyUniversity of Roorkee)
National Physical Laboratory
CSIR",,A. P. J. Abdul Kalam,,No,No
Madurai N. Krishnan,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Madurai_N._Krishnan,"(1928-10-31)31 October 1928
Madurai, Tamil Nadu, India",(1928-10-31)31 October 1928,"Madurai, Tamil Nadu, India","9 October 2005(2005-10-09)(aged 76)
Chennai, Tamil Nadu, India",9 October 2005(2005-10-09)(aged 76),"Chennai, Tamil Nadu, India",,,,,1970UNESCOAward1981Kalaimamani1987Sangeet Natak Akademi Award1992Padma Shri1999 Sangeetha Kala Sikhamani2003Padma Bhushan,A. P. J. Abdul Kalam,"Vocalist, lyricist, composer",No,No
Rajinder Kumar,2003,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Rajinder_Kumar_(chemical_engineer),"(1934-09-09)9 September 1934(age 87)
Punjab, India",(1934-09-09)9 September 1934(age 87),"Punjab, India",,n/a,n/a,Indian,,,Indian Institute of ScienceJawaharlal Nehru Centre for Advanced Scientific Research,1976Shanti Swarup Bhatnagar Prize1985IIChEHerdilia Award1986VASVIK Award1988MSUoBK. G. Naik Gold Medal1989INSASyed Hussain Zaheer Medal1991Om Prakash Bhasin Award1991IIScAlumnus Award1991FICCIAward1997INSAShanti Swarup Bhatnagar Medal2003Padma Bhushan2008IIChELifetime Achievement Award,A. P. J. Abdul Kalam,,No,No
Ramesh Kumar,2003,PadmaBushan,Delhi,Medicine,https://en.wikipedia.org/wiki/Ramesh_Kumar_(nephrologist),,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Purshotam Lal,2003,PadmaBushan,Uttar Pradesh,Medicine,https://en.wikipedia.org/wiki/Purshotam_Lal,1954 (age 66–67),1954 (age 66–67),n/a,,n/a,n/a,Indian,,,,,A. P. J. Abdul Kalam,Cardiologist,No,No
Sitakant Mahapatra,2003,PadmaBushan,Odisha,Literature & Education,https://en.wikipedia.org/wiki/Sitakant_Mahapatra,"(1937-09-17)17 September 1937(age 84)
Kendrapara District,Odisha, India",(1937-09-17)17 September 1937(age 84),"Kendrapara District,Odisha, India",,n/a,n/a,Indian,,,,Sahitya Akademi Award(1974)Jnanpith Award(1993)Padma Bhushan(2002)Padma Vibhushan(2011)SAARC Literary Award(2015),A. P. J. Abdul Kalam,"Poet, literary critic",No,No
Bagicha Singh Minhas,2003,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Bagicha_Singh_Minhas,1929,1929,n/a,,n/a,n/a,India,,,,,A. P. J. Abdul Kalam,,No,No
Subhash Mukhopadhyay,2003,PadmaBushan,West Bengal,Literature & Education,https://en.wikipedia.org/wiki/Subhash_Mukhopadhyay_(poet),"(1919-02-12)12 February 1919
Krishnanagar,Bengal Presidency,British India",(1919-02-12)12 February 1919,"Krishnanagar,Bengal Presidency,British India","8 July 2003 (aged 84)
Kolkata,West Bengal,India",8 July 2003 (aged 84),"Kolkata,West Bengal,India",Indian,,,,,A. P. J. Abdul Kalam,Poet,No,No
P. S. Narayanaswamy,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/P._S._Narayanaswamy,"(1934-02-24)24 February 1934
Konerirajapuram,Thanjavur,
Madras Presidency,British India",(1934-02-24)24 February 1934,"Konerirajapuram,Thanjavur,
Madras Presidency,British India",16 October 2020(2020-10-16)(aged 86),16 October 2020(2020-10-16)(aged 86),n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Arcot Ramachandran,2003,PadmaBushan,Karnataka,Science & Engineering,https://en.wikipedia.org/wiki/Arcot_Ramachandran,"(1923-04-06)6 April 1923[1]
Karnataka, India",(1923-04-06)6 April 1923[1],"Karnataka, India",17 May 2018(2018-05-17)(aged 95),17 May 2018(2018-05-17)(aged 95),n/a,,,,,"Padma Bhushan
Sir M. Visvesvaraya Life Time Achievement Award
INAE Life Time Achievement Award
World Federation of Engineering Organizations Award
Shanti Swaroop Bhatnagar Gold Medal
World Habitat Trophy
Heat Transfer Memorial Award",A. P. J. Abdul Kalam,Scientist,No,No
Trichur V. Ramachandran,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Trichur_V._Ramachandran,"(1940-08-09)9 August 1940(age 81)
Trichur,Cochin State,British India",(1940-08-09)9 August 1940(age 81),"Trichur,Cochin State,British India",,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Kantilal Hastimal Sancheti,2003,PadmaBushan,Maharashtra,Medicine,https://en.wikipedia.org/wiki/Kantilal_Hastimal_Sancheti,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
T. V. Sankaranarayanan,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/T._V._Sankaranarayanan,"(1945-03-07)7 March 1945(age 76)
Mayiladuthurai,Tamil Nadu, India",(1945-03-07)7 March 1945(age 76),"Mayiladuthurai,Tamil Nadu, India",,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Naseeruddin Shah,2003,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Naseeruddin_Shah,"(1950-07-20)20 July 1950(age 71)
Barabanki,Uttar Pradesh,India",(1950-07-20)20 July 1950(age 71),"Barabanki,Uttar Pradesh,India",,n/a,n/a,,"Parveen Murad, also known as Manara Sikri (deceased)
Ratna Pathak Shah​(m.1982)​",,,"National Film Award
Filmfare Awards",A. P. J. Abdul Kalam,Actordirectorenvironmentalist,No,No
T. V. R. Shenoy,2003,PadmaBushan,Delhi,Others,https://en.wikipedia.org/wiki/T._V._R._Shenoy,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Jagjit Singh,2003,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Jagjit_Singh,"Jagmohan Singh Dhiman
(1941-02-08)8 February 1941
Sri Ganganagar,Bikaner State,British India
(now inRajasthan, India)",(1941-02-08)8 February 1941,n/a,"10 October 2011(2011-10-10)(aged 70)
Mumbai,Maharashtra, India",10 October 2011(2011-10-10)(aged 70),"Mumbai,Maharashtra, India",,Chitra Singh​(m.1969)​,,,,A. P. J. Abdul Kalam,"Music Director, Composer, Singer",No,No
Ram Badan Singh,2003,PadmaBushan,Delhi,Science & Engineering,https://en.wikipedia.org/wiki/Ram_Badan_Singh,India,n/a,n/a,,n/a,n/a,,,,,"Padma Bhushan
BHUDistinguished Alumnus Award
Lal Bahadur Shastri Memorial International Scientist Award
Dr. Zhu Shoumin International College of Nutrition Award
CALS Distinguished Alumnus Award",A. P. J. Abdul Kalam,"Agricultural scientist
Academic",No,No
Hari Shankar Singhania,2003,PadmaBushan,Delhi,Trade & Industry,https://en.wikipedia.org/wiki/Hari_Shankar_Singhania,"(1933-06-20)20 June 1933
Kanpur, India",(1933-06-20)20 June 1933,"Kanpur, India","22 February 2013(2013-02-22)(aged 79)[1]
New Delhi, India",22 February 2013(2013-02-22)(aged 79)[1],"New Delhi, India",India,,,,"Padma Bhushanin 2003,",A. P. J. Abdul Kalam,Industrialist,No,No
Umayalpuram K. Sivaraman,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Umayalpuram_K._Sivaraman,"(1935-12-17)17 December 1935(age 85)
Umayalpuram,Tanjore,Madras Presidency,British India",(1935-12-17)17 December 1935(age 85),"Umayalpuram,Tanjore,Madras Presidency,British India",,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
Narayanan Srinivasan,2003,PadmaBushan,Tamil Nadu,Science & Engineering,https://en.wikipedia.org/wiki/Narayanan_Srinivasan,"(1930-05-11)May 11, 1930
Tamil Nadu, India","(1930-05-11)May 11, 1930","Tamil Nadu, India","May 18, 2014(2014-05-18)(aged 84)
Chennai, Tamil Nadu, India","May 18, 2014(2014-05-18)(aged 84)","Chennai, Tamil Nadu, India",,,,,2003Padma Bhushan2009DAELifetime Achievement Award,A. P. J. Abdul Kalam,Nuclear scientist,No,No
Padma Subrahmanyam,2003,PadmaBushan,Tamil Nadu,Arts,https://en.wikipedia.org/wiki/Padma_Subrahmanyam,"4 February 1943(1943-02-04)(age78)
Madras presidency,British India",4 February 1943(1943-02-04)(age78),"Madras presidency,British India",,n/a,n/a,Indian,,,,"Padma Shri(1981)
Padma Bhushan(2003)
",A. P. J. Abdul Kalam,"Dancer,Choreographer, Music composer, Musician, Teacher and Author",No,No
Swapna Sundari,2003,PadmaBushan,Delhi,Arts,https://en.wikipedia.org/wiki/Swapna_Sundari_(dancer),,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,No,No
O. V. Vijayan,2003,PadmaBushan,Kerala,Literature & Education,https://en.wikipedia.org/wiki/O._V._Vijayan,"(1930-07-02)2 July 1930
Palakkad,Malabar District,Madras Presidency,British India",(1930-07-02)2 July 1930,"Palakkad,Malabar District,Madras Presidency,British India",30 March 2005(2005-03-30)(aged 74),30 March 2005(2005-03-30)(aged 74),n/a,Indian,Teresa Vijayan,,,1970Odakkuzhal Award1990Sahitya Akademi Award1990Kerala Sahitya Akademi Award1991Vayalar Award1992Muttathu Varkey Award2001Ezhuthachan Award2001Kerala Sahitya Akademi Fellowship2003Padma Bhushan2004Mathrubhumi Literary Award,A. P. J. Abdul Kalam,"Novelist,short story writer,cartoonist, journalist",No,No
Herbert Alexandrovich Yefremov,2003,PadmaBushan,—[C],Science & Engineering,https://en.wikipedia.org/wiki/Herbert_Alexandrovich_Yefremov,"Gerbert Aleksandrovich Efremov
(1933-03-15)March 15, 1933
Maloe Zarechie,Belozersky District, Vologda Oblast,USSR.","(1933-03-15)March 15, 1933",n/a,,n/a,n/a,,,,,"Hero of Socialist Labor(1963)
Order of Lenin(1963)
Hero of Labour of the Russian Federation(2017)
Lenin Prize(1974)
USSR State Prize(1974)
Order of the Badge of Honour(1959)
Order ""For Merit to the Fatherland""(2003, 2013)
Padma Bhushan(2003)
Order of St. Andrew(2020)",A. P. J. Abdul Kalam,SovietandRussianrocketscientist and engineer,No,No
Soumitra Chatterjee,2004,PadmaBushan,West Bengal,Arts,https://en.wikipedia.org/wiki/Soumitra_Chatterjee,"Soumitra Chattopadhyay
(1935-01-19)19 January 1935
Calcutta,Bengal Presidency,British India",(1935-01-19)19 January 1935,n/a,"15 November 2020(2020-11-15)(aged 85)
Kolkata,West Bengal,India[1]",15 November 2020(2020-11-15)(aged 85),"Kolkata,West Bengal,India[1]",Indian,Deepa​(m.1960)​,,,"Padma Bhushan(2004)
Dadasaheb Phalke Award(2012)
Commandeur de la Légion d'honneur or Commander  ofLegion of Honour(2018)
Filmfare Lifetime Achievement Award - South(1994)",A. P. J. Abdul Kalam,"Actor, poet, writer, playwright, theatre director",Yes,No
Chandrashekhar Shankar Dharmadhikari,2004,PadmaBushan,Maharashtra,Public Affairs,https://en.wikipedia.org/wiki/Chandrashekhar_Shankar_Dharmadhikari,"(1927-11-20)20 November 1927
Raipur, Madhya Pradesh, India.",(1927-11-20)20 November 1927,"Raipur, Madhya Pradesh, India.","3 January 2019(2019-01-03)(aged 91)
Nagpur",3 January 2019(2019-01-03)(aged 91),Nagpur,Indian,Late Mrs. Tara Dharmadhikari,,,Padma Bhushan,A. P. J. Abdul Kalam,"An Indian independence movement activist, a lawyer, a judge and an author.",Yes,No
Gulzar,2004,PadmaBushan,Maharashtra,Arts,https://en.wikipedia.org/wiki/Gulzar,"Sampooran Singh Kalra
(1934-08-18)18 August 1934(age 87)
Dina,Punjab,British India
(present-dayPunjab, Pakistan)",(1934-08-18)18 August 1934(age 87),n/a,,n/a,n/a,Indian,Rakhee Gulzar​(m.1973)​,,,"Sahitya Akademi Award(2002) ,Padma Bhushan(2004),Dadasaheb Phalke Award(2013),Academy Award for Best Original Song(2008)",A. P. J. Abdul Kalam,LyricistPoetAuthorScreenwriterFilm directorFilm producer,Yes,No
Sardara Singh Johl,2004,PadmaBushan,Punjab,Science & Engineering,https://en.wikipedia.org/wiki/Sardara_Singh_Johl,"(1928-08-02)2 August 1928(age 93)
Lyalpur,British India",(1928-08-02)2 August 1928(age 93),"Lyalpur,British India",,n/a,n/a,,,,,"Padma Bhushan
Chief Khalsa Diwan Centenary Award
PAUGolden Jubilee Outstanding Alumni Award
Mahan Punjabi Award
Dr. Madan Gold Medal Award",A. P. J. Abdul Kalam,"Agriculture economist
Academic
Writer",Yes,No
Madhav Vittal Kamath,2004,PadmaBushan,Maharashtra,Literature & Education,https://en.wikipedia.org/wiki/M._V._Kamath,"(1921-09-07)7 September 1921[1]
Udupi,Madras Presidency,British India",(1921-09-07)7 September 1921[1],"Udupi,Madras Presidency,British India","9 October 2014(2014-10-09)(aged 93)
Manipal,Karnataka, India",9 October 2014(2014-10-09)(aged 93),"Manipal,Karnataka, India",Indian,,,,Padma Bhushan,A. P. J. Abdul Kalam,"Journalist, broadcasting executive, academic administrator",Yes,No
Komal Kothari,2004,PadmaBushan,Rajasthan,Arts,https://en.wikipedia.org/wiki/Komal_Kothari,,n/a,n/a,,n/a,n/a,,,,,,A. P. J. Abdul Kalam,,Yes,No
Thoppil Varghese Antony,2004,PadmaBushan,Tamil Nadu,Civil service,not available,URL not available,n/a,n/a,URL not available,n/a,n/a,URL not available,URL not available,URL not available,URL not available,URL not available,A. P. J. Abdul Kalam,URL not available,Yes,No
